instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
276,12/01/2011,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33.00
277,12/01/2011,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20.00
278,13/01/2011,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7.00
279,13/01/2011,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2.00
280,13/01/2011,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2.00
281,13/01/2011,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3.00
282,13/01/2011,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4.00
283,13/01/2011,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3.00
284,13/01/2011,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28.00
285,13/01/2011,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72.00
286,13/01/2011,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202.00
287,13/01/2011,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139.00
288,13/01/2011,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38.00
289,13/01/2011,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37.00
290,13/01/2011,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52.00
291,13/01/2011,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83.00
292,13/01/2011,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42.00
293,13/01/2011,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60.00
294,13/01/2011,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78.00
295,13/01/2011,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162.00
296,13/01/2011,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144.00
297,13/01/2011,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99.00
298,13/01/2011,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64.00
299,13/01/2011,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40.00
300,13/01/2011,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30.00
301,13/01/2011,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15.00
302,14/01/2011,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14.00
303,14/01/2011,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5.00
304,14/01/2011,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1.00
305,14/01/2011,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1.00
306,14/01/2011,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8.00
307,14/01/2011,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17.00
308,14/01/2011,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70.00
309,14/01/2011,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158.00
310,14/01/2011,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117.00
311,14/01/2011,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44.00
312,14/01/2011,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53.00
313,14/01/2011,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61.00
314,14/01/2011,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77.00
315,14/01/2011,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64.00
316,14/01/2011,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68.00
317,14/01/2011,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90.00
318,14/01/2011,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159.00
319,14/01/2011,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139.00
320,14/01/2011,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92.00
321,14/01/2011,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68.00
322,14/01/2011,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52.00
323,14/01/2011,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36.00
324,14/01/2011,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27.00
325,15/01/2011,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28.00
326,15/01/2011,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20.00
327,15/01/2011,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12.00
328,15/01/2011,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8.00
329,15/01/2011,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5.00
330,15/01/2011,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1.00
331,15/01/2011,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3.00
332,15/01/2011,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10.00
333,15/01/2011,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23.00
334,15/01/2011,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33.00
335,15/01/2011,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59.00
336,15/01/2011,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72.00
337,15/01/2011,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89.00
338,15/01/2011,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101.00
339,15/01/2011,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118.00
340,15/01/2011,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129.00
341,15/01/2011,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128.00
342,15/01/2011,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83.00
343,15/01/2011,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84.00
344,15/01/2011,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74.00
345,15/01/2011,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41.00
346,15/01/2011,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57.00
347,15/01/2011,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26.00
348,15/01/2011,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44.00
349,16/01/2011,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39.00
350,16/01/2011,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23.00
351,16/01/2011,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16.00
352,16/01/2011,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15.00
353,16/01/2011,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1.00
354,16/01/2011,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2.00
355,16/01/2011,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1.00
356,16/01/2011,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3.00
357,16/01/2011,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18.00
358,16/01/2011,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32.00
359,16/01/2011,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79.00
360,16/01/2011,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93.00
361,16/01/2011,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104.00
362,16/01/2011,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118.00
363,16/01/2011,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91.00
364,16/01/2011,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113.00
365,16/01/2011,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99.00
366,16/01/2011,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105.00
367,16/01/2011,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67.00
368,16/01/2011,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61.00
369,16/01/2011,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57.00
370,16/01/2011,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28.00
371,16/01/2011,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21.00
372,16/01/2011,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18.00
373,17/01/2011,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17.00
374,17/01/2011,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16.00
375,17/01/2011,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8.00
376,17/01/2011,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2.00
377,17/01/2011,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3.00
378,17/01/2011,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1.00
379,17/01/2011,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5.00
380,17/01/2011,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13.00
381,17/01/2011,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33.00
382,17/01/2011,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47.00
383,17/01/2011,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57.00
384,17/01/2011,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64.00
385,17/01/2011,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80.00
386,17/01/2011,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93.00
387,17/01/2011,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86.00
388,17/01/2011,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93.00
389,17/01/2011,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82.00
390,17/01/2011,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71.00
391,17/01/2011,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92.00
392,17/01/2011,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60.00
393,17/01/2011,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33.00
394,17/01/2011,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27.00
395,17/01/2011,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13.00
396,17/01/2011,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4.00
397,18/01/2011,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3.00
398,18/01/2011,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22.00
399,18/01/2011,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28.00
400,18/01/2011,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35.00
401,18/01/2011,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61.00
402,18/01/2011,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125.00
403,18/01/2011,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133.00
404,18/01/2011,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99.00
405,18/01/2011,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,0,83,83.00
406,18/01/2011,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41.00
407,18/01/2011,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33.00
408,18/01/2011,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,1,19,20.00
409,19/01/2011,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,0,3,3.00
410,19/01/2011,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7.00
411,19/01/2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3.00
412,19/01/2011,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2.00
413,19/01/2011,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7.00
414,19/01/2011,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32.00
415,19/01/2011,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90.00
416,19/01/2011,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197.00
417,19/01/2011,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109.00
418,19/01/2011,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47.00
419,19/01/2011,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52.00
420,19/01/2011,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70.00
421,19/01/2011,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78.00
422,19/01/2011,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75.00
423,19/01/2011,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82.00
424,19/01/2011,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104.00
425,19/01/2011,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197.00
426,19/01/2011,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161.00
427,19/01/2011,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112.00
428,19/01/2011,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76.00
429,19/01/2011,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59.00
430,19/01/2011,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59.00
431,19/01/2011,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28.00
432,20/01/2011,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13.00
433,20/01/2011,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,2,3,5.00
434,20/01/2011,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0,0,2,2.00
435,20/01/2011,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1.00
436,20/01/2011,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1.00
437,20/01/2011,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6.00
438,20/01/2011,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35.00
439,20/01/2011,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101.00
440,20/01/2011,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249.00
441,20/01/2011,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143.00
442,20/01/2011,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57.00
443,20/01/2011,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68.00
444,20/01/2011,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0,7,77,84.00
445,20/01/2011,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98.00
446,20/01/2011,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81.00
447,20/01/2011,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70.00
448,20/01/2011,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91.00
449,20/01/2011,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215.00
450,20/01/2011,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185.00
451,20/01/2011,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152.00
452,20/01/2011,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126.00
453,20/01/2011,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57.00
454,20/01/2011,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56.00
455,20/01/2011,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31.00
456,21/01/2011,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21.00
457,21/01/2011,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6.00
458,21/01/2011,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2.00
459,21/01/2011,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1.00
460,21/01/2011,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1.00
461,21/01/2011,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5.00
462,21/01/2011,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27.00
463,21/01/2011,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68.00
464,21/01/2011,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217.00
465,21/01/2011,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166.00
466,21/01/2011,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63.00
467,21/01/2011,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59.00
468,21/01/2011,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78.00
469,21/01/2011,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73.00
470,21/01/2011,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62.00
471,21/01/2011,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65.00
472,21/01/2011,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97.00
473,21/01/2011,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161.00
474,21/01/2011,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120.00
475,21/01/2011,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96.00
476,21/01/2011,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53.00
477,21/01/2011,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41.00
478,21/01/2011,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34.00
479,21/01/2011,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27.00
480,22/01/2011,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13.00
481,22/01/2011,1,0,1,1,0,6,0,2,0.04,0,0.41,0.3881,3,9,12.00
482,22/01/2011,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11.00
483,22/01/2011,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7.00
484,22/01/2011,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3.00
485,22/01/2011,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2.00
486,22/01/2011,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8.00
487,22/01/2011,1,0,1,8,0,6,0,1,0.02,0,0.44,0.3284,1,26,27.00
488,22/01/2011,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40.00
489,22/01/2011,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53.00
490,22/01/2011,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63.00
491,22/01/2011,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70.00
492,22/01/2011,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0,12,72,84.00
493,22/01/2011,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75.00
494,22/01/2011,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0,10,93,103.00
495,22/01/2011,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83.00
496,22/01/2011,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0,8,59,67.00
497,22/01/2011,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54.00
498,22/01/2011,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59.00
499,22/01/2011,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45.00
500,22/01/2011,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39.00
501,22/01/2011,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0,7,23,30.00
502,22/01/2011,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33.00
503,23/01/2011,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22.00
504,23/01/2011,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13.00
505,23/01/2011,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18.00
506,23/01/2011,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5.00
507,23/01/2011,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3.00
508,23/01/2011,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1.00
509,23/01/2011,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2.00
510,23/01/2011,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19.00
511,23/01/2011,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28.00
512,23/01/2011,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58.00
513,23/01/2011,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99.00
514,23/01/2011,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116.00
515,23/01/2011,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87.00
516,23/01/2011,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110.00
517,23/01/2011,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77.00
518,23/01/2011,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65.00
519,23/01/2011,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55.00
520,23/01/2011,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49.00
521,23/01/2011,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50.00
522,23/01/2011,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35.00
523,23/01/2011,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25.00
524,23/01/2011,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28.00
525,23/01/2011,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21.00
526,24/01/2011,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7.00
527,24/01/2011,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1.00
528,24/01/2011,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1.00
529,24/01/2011,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1.00
530,24/01/2011,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5.00
531,24/01/2011,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15.00
532,24/01/2011,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0,5,79,84.00
533,24/01/2011,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0,6,171,177.00
534,24/01/2011,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0,4,98,102.00
535,24/01/2011,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0,6,34,40.00
536,24/01/2011,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46.00
537,24/01/2011,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63.00
538,24/01/2011,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60.00
539,24/01/2011,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45.00
540,24/01/2011,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57.00
541,24/01/2011,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70.00
542,24/01/2011,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184.00
543,24/01/2011,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153.00
544,24/01/2011,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106.00
545,24/01/2011,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81.00
546,24/01/2011,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59.00
547,24/01/2011,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35.00
548,24/01/2011,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24.00
549,25/01/2011,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9.00
550,25/01/2011,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5.00
551,25/01/2011,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0,2,2.00
